Age,Gender,Weight (kg),Height (cm),BMI,Activity Level,Dietary Goal,Daily Caloric Intake Goal (kcal),Diet Type,Allergies/Intolerances,Existing Health Conditions
21,male,75,175,24.49,moderate,weight loss,2811,regular,none,diabetes
39,female,68,157,27.59,moderate,maintenance,2161,vegetarian,none,none
44,female,67,150,29.78,sedentary,weight loss,1610,paleo,none,hypertension
18,female,63,168,22.32,active,weight loss,2540,regular,none,none
36,female,69,167,24.74,sedentary,weight loss,1737,regular,none,none
37,male,78,176,25.18,sedentary,weight loss,2121,vegan,none,hypertension
44,male,78,167,27.97,sedentary,maintenance,2022,vegan,gluten,none
18,female,67,163,25.22,sedentary,weight loss,1793,regular,none,none
26,female,60,160,23.44,sedentary,muscle gain,1663,regular,none,diabetes
43,male,63,187,18.02,sedentary,muscle gain,1903,low-carb,none,none
38,male,63,189,17.64,sedentary,weight loss,1948,regular,shellfish,none
35,female,58,165,21.3,moderate,weight loss,2082,vegan,none,diabetes
30,female,57,149,25.67,sedentary,weight loss,1568,regular,gluten,high cholesterol
40,male,53,180,16.36,sedentary,weight loss,1722,regular,none,diabetes
18,female,54,146,25.33,moderate,weight loss,2048,regular,none,none
49,male,69,169,24.16,moderate,maintenance,2396,regular,none,none
20,female,73,151,32.02,moderate,maintenance,2331,vegetarian,none,none
51,female,71,183,21.2,active,weight loss,2502,regular,none,hypertension
44,male,81,159,32.04,moderate,maintenance,2614,keto,none,none
41,male,67,162,25.53,moderate,maintenance,2372,paleo,none,none
31,male,71,162,27.05,sedentary,weight loss,1969,regular,none,none
40,female,61,150,27.11,active,maintenance,2248,vegetarian,none,diabetes
40,female,66,164,24.54,moderate,maintenance,2159,regular,none,none
18,male,72,190,19.94,moderate,weight loss,2887,regular,none,none
20,male,65,160,25.39,moderate,weight loss,2501,vegetarian,none,diabetes
22,male,72,172,24.34,moderate,weight loss,2718,paleo,none,none
51,female,60,171,20.52,moderate,weight loss,2033,regular,nuts,none
40,male,64,161,24.69,active,maintenance,2573,regular,none,diabetes
38,female,69,172,23.32,moderate,muscle gain,2254,regular,none,diabetes
23,male,75,180,23.15,active,weight loss,3151,regular,none,none
48,female,72,175,23.51,moderate,muscle gain,2244,low-carb,none,none
18,female,67,181,20.45,active,maintenance,2674,regular,none,none
26,male,77,174,25.43,sedentary,muscle gain,2169,regular,none,none
46,male,55,174,18.17,sedentary,weight loss,1679,regular,none,none
18,female,80,175,26.12,sedentary,weight loss,1982,regular,gluten,none
29,male,82,180,25.31,moderate,muscle gain,2923,regular,none,none
29,male,89,193,23.89,moderate,maintenance,3166,regular,none,none
42,female,69,161,26.62,sedentary,maintenance,1683,regular,none,none
42,female,56,165,20.57,sedentary,muscle gain,1554,regular,none,none
48,female,56,181,17.09,moderate,weight loss,2043,regular,none,hypertension
44,male,103,193,27.65,sedentary,maintenance,2574,vegan,none,diabetes
34,male,80,173,26.73,sedentary,maintenance,2157,regular,none,none
27,female,76,180,23.46,moderate,weight loss,2466,low-carb,nuts,none
24,male,100,183,29.86,active,maintenance,3743,regular,none,none
18,female,60,181,18.31,active,muscle gain,2562,regular,none,diabetes
43,male,85,176,27.44,sedentary,maintenance,2193,regular,none,none
43,male,59,174,19.49,moderate,weight loss,2278,regular,none,none
40,male,82,183,24.49,sedentary,weight loss,2206,regular,shellfish,none
23,male,72,178,22.72,moderate,weight loss,2754,regular,none,none
18,male,82,187,23.45,sedentary,weight loss,2379,regular,shellfish,none
37,male,92,151,40.35,sedentary,weight loss,2203,regular,none,none
23,female,68,168,24.09,active,weight loss,2583,regular,none,high cholesterol
47,male,75,183,22.4,moderate,weight loss,2642,keto,none,none
41,male,63,184,18.61,moderate,muscle gain,2453,regular,lactose,none
33,male,77,179,24.03,moderate,maintenance,2777,regular,none,none
26,female,52,164,19.33,active,maintenance,2284,regular,none,none
39,female,63,165,23.14,moderate,maintenance,2127,vegan,none,none
26,female,64,159,25.32,moderate,muscle gain,2200,regular,nuts,none
39,female,61,168,21.61,moderate,maintenance,2113,regular,none,none
46,male,94,185,27.47,sedentary,weight loss,2369,regular,gluten,none
32,female,75,169,26.26,moderate,weight loss,2365,vegetarian,none,none
30,male,81,185,23.67,moderate,weight loss,2931,keto,none,none
39,male,69,175,22.53,active,weight loss,2814,keto,gluten,none
40,male,99,180,30.56,active,maintenance,3539,regular,none,diabetes
36,male,83,181,25.34,sedentary,weight loss,2237,vegetarian,none,none
23,female,66,155,27.47,active,maintenance,2481,regular,nuts,none
32,female,63,168,22.32,moderate,weight loss,2189,regular,none,none
31,female,79,180,24.38,sedentary,muscle gain,1922,keto,none,none
50,male,71,173,23.72,moderate,maintenance,2458,regular,none,high cholesterol
39,male,78,176,25.18,moderate,weight loss,2723,regular,none,none
29,female,52,150,23.11,moderate,muscle gain,1965,regular,none,none
38,male,73,147,33.78,moderate,weight loss,2412,regular,none,none
26,male,91,180,28.09,sedentary,weight loss,2428,regular,gluten,none
29,female,83,156,34.11,moderate,weight loss,2438,regular,none,diabetes
48,male,67,175,21.88,active,weight loss,2679,regular,none,none
28,male,82,173,27.4,sedentary,weight loss,2230,regular,none,none
26,male,79,167,28.33,moderate,weight loss,2791,regular,none,none
46,female,55,151,24.12,sedentary,weight loss,1470,low-carb,none,none
39,male,80,188,22.63,moderate,weight loss,2853,regular,shellfish,high cholesterol
41,female,59,156,24.24,sedentary,maintenance,1559,regular,lactose,high cholesterol
41,male,93,175,30.37,sedentary,maintenance,2330,regular,none,diabetes
37,female,85,175,27.76,active,weight loss,2787,regular,none,none
26,female,68,161,26.23,sedentary,muscle gain,1755,regular,none,none
26,male,110,167,39.44,sedentary,muscle gain,2659,vegan,none,none
48,female,66,166,23.95,moderate,muscle gain,2115,regular,none,none
37,male,56,158,22.43,moderate,weight loss,2150,keto,none,none
32,female,82,179,25.59,sedentary,maintenance,1946,regular,none,none
29,male,72,190,19.94,moderate,maintenance,2790,regular,none,diabetes
43,male,89,190,24.65,active,weight loss,3361,regular,none,none
18,male,86,175,28.08,active,weight loss,3412,keto,none,none
42,male,85,160,33.2,sedentary,maintenance,2108,regular,none,high cholesterol
35,male,54,169,18.91,moderate,weight loss,2207,low-carb,none,none
42,female,62,179,19.35,active,weight loss,2404,regular,none,none
43,male,80,169,28.01,active,weight loss,2979,regular,none,diabetes
32,male,65,155,27.06,moderate,weight loss,2358,vegan,nuts,none
30,female,57,156,23.42,moderate,maintenance,2058,regular,none,hypertension
40,female,51,179,15.92,moderate,weight loss,2016,regular,none,none
37,female,56,155,23.31,moderate,muscle gain,1992,regular,none,none
35,male,72,177,22.98,active,maintenance,2939,vegetarian,none,none
53,female,60,174,19.82,sedentary,maintenance,1574,regular,none,high cholesterol
36,female,66,170,22.84,sedentary,maintenance,1714,vegetarian,none,none
27,male,93,177,29.68,moderate,muscle gain,3147,regular,nuts,none
29,female,56,164,20.82,active,maintenance,2325,regular,none,none
40,male,77,173,25.73,moderate,maintenance,2671,regular,lactose,diabetes
31,female,83,143,40.59,sedentary,muscle gain,1829,vegan,none,none
36,male,89,152,38.52,sedentary,maintenance,2167,regular,none,none
18,female,69,160,26.95,active,weight loss,2593,regular,shellfish,none
18,female,58,173,19.38,sedentary,weight loss,1730,regular,none,none
26,female,66,171,22.57,sedentary,muscle gain,1770,regular,none,diabetes
18,female,66,156,27.12,sedentary,maintenance,1756,regular,none,none
40,male,70,158,28.04,active,weight loss,2686,vegan,none,diabetes
36,female,62,166,22.5,active,weight loss,2379,vegetarian,none,none
40,male,83,161,32.02,moderate,muscle gain,2706,regular,none,none
27,female,48,173,16.04,active,weight loss,2261,vegetarian,none,none
31,female,84,163,31.62,moderate,maintenance,2472,regular,none,none
36,female,69,172,23.32,moderate,maintenance,2267,regular,none,none
48,female,68,161,26.23,active,weight loss,2359,vegetarian,lactose,diabetes
30,male,65,178,20.52,moderate,weight loss,2547,regular,none,none
23,female,48,160,18.75,sedentary,weight loss,1545,regular,none,diabetes
34,male,95,184,28.06,moderate,weight loss,3179,regular,none,none
26,female,77,165,28.28,moderate,weight loss,2415,regular,none,none
39,male,67,173,22.39,active,muscle gain,2751,regular,none,none
45,female,71,168,25.16,sedentary,maintenance,1716,vegetarian,none,none
47,male,73,166,26.49,sedentary,weight loss,1915,vegan,none,none
30,female,71,159,28.08,moderate,maintenance,2274,regular,none,none
38,female,61,153,26.06,sedentary,muscle gain,1585,regular,none,none
18,male,78,169,27.31,moderate,maintenance,2855,regular,none,none
34,female,69,151,30.26,active,weight loss,2426,vegetarian,none,none
33,female,51,177,16.28,sedentary,weight loss,1590,regular,none,none
40,female,64,160,25.0,moderate,weight loss,2111,low-carb,none,none
46,female,59,138,30.98,moderate,maintenance,1893,regular,none,hypertension
41,female,51,166,18.51,sedentary,weight loss,1507,vegetarian,none,diabetes
33,male,44,173,14.7,active,muscle gain,2278,regular,none,hypertension
21,male,87,182,26.26,sedentary,maintenance,2410,regular,none,none
24,male,85,166,30.85,moderate,muscle gain,2926,regular,none,none
47,female,66,156,27.12,active,maintenance,2307,low-carb,none,none
25,male,90,170,31.14,sedentary,weight loss,2362,regular,none,none
40,male,84,167,30.12,moderate,weight loss,2771,regular,none,high cholesterol
39,female,60,159,23.73,moderate,weight loss,2055,keto,none,none
48,male,72,172,24.34,active,maintenance,2770,keto,shellfish,high cholesterol
36,male,51,152,22.07,active,maintenance,2237,vegan,none,none
29,female,68,161,26.23,moderate,maintenance,2247,vegan,none,hypertension
39,male,80,172,27.04,moderate,weight loss,2734,keto,none,none
38,male,67,162,25.53,moderate,muscle gain,2399,regular,none,none
24,male,91,177,29.05,moderate,weight loss,3132,paleo,none,none
34,male,66,162,25.15,moderate,maintenance,2413,regular,none,none
29,male,68,167,24.38,moderate,maintenance,2536,regular,none,none
40,female,60,161,23.15,sedentary,weight loss,1594,keto,none,hypertension
41,male,85,172,28.73,sedentary,weight loss,2184,regular,none,none
21,male,80,180,24.69,sedentary,weight loss,2286,keto,none,hypertension
40,female,65,170,22.49,active,weight loss,2419,regular,none,hypertension
45,female,64,157,25.96,sedentary,weight loss,1597,regular,none,none
25,female,74,143,36.19,active,muscle gain,2530,regular,none,hypertension
41,male,105,184,31.01,sedentary,muscle gain,2574,regular,none,none
39,female,58,184,17.13,sedentary,weight loss,1662,vegan,none,none
26,female,60,167,21.51,sedentary,weight loss,1689,regular,none,high cholesterol
33,female,72,165,26.45,moderate,weight loss,2297,regular,none,none
39,male,72,164,26.77,moderate,muscle gain,2509,vegan,shellfish,none
33,female,67,157,27.18,active,weight loss,2433,regular,none,none
40,female,64,164,23.8,moderate,weight loss,2130,regular,none,diabetes
37,female,57,161,21.99,moderate,maintenance,2036,regular,none,none
33,female,67,172,22.65,moderate,weight loss,2259,keto,none,none
31,female,61,158,24.44,active,weight loss,2358,regular,none,hypertension
40,male,83,174,27.41,sedentary,maintenance,2170,regular,none,hypertension
34,female,67,185,19.58,sedentary,weight loss,1792,low-carb,none,hypertension
40,female,72,159,28.48,sedentary,muscle gain,1719,regular,none,diabetes
33,male,76,182,22.94,sedentary,weight loss,2151,low-carb,none,none
33,female,60,175,19.59,moderate,maintenance,2173,regular,none,none
47,female,76,178,23.99,sedentary,weight loss,1798,regular,none,none
43,female,80,161,30.86,active,weight loss,2587,vegetarian,none,none
27,female,63,167,22.59,active,weight loss,2468,regular,none,none
29,male,75,161,28.93,sedentary,maintenance,2041,vegetarian,lactose,none
35,female,57,164,21.19,active,weight loss,2296,regular,none,none
43,female,64,155,26.64,moderate,maintenance,2067,regular,gluten,none
46,male,80,178,25.25,moderate,maintenance,2717,regular,none,high cholesterol
33,female,67,168,23.74,moderate,muscle gain,2239,regular,none,high cholesterol
22,male,87,183,25.98,moderate,weight loss,3111,regular,none,none
31,female,59,160,23.05,sedentary,muscle gain,1626,paleo,none,hypertension
28,female,58,153,24.78,active,muscle gain,2306,regular,nuts,none
28,female,58,152,25.1,sedentary,maintenance,1600,paleo,none,hypertension
22,female,60,169,21.01,active,weight loss,2468,vegan,none,none
35,male,68,178,21.46,moderate,maintenance,2565,regular,none,none
50,male,84,170,29.07,sedentary,muscle gain,2095,regular,none,none
18,female,61,166,22.14,moderate,weight loss,2244,regular,none,none
24,female,62,165,22.77,sedentary,weight loss,1714,vegan,none,none
23,female,55,150,24.44,moderate,weight loss,2048,regular,none,none
41,female,60,169,21.01,active,weight loss,2326,regular,nuts,none
35,female,64,167,22.95,moderate,weight loss,2178,regular,none,hypertension
46,female,63,151,27.63,sedentary,weight loss,1559,vegetarian,none,none
35,female,71,153,30.33,moderate,muscle gain,2211,regular,none,none
38,female,66,157,26.78,active,weight loss,2380,vegetarian,none,none
31,male,71,172,24.0,active,weight loss,2914,paleo,none,none
25,male,75,170,25.95,moderate,weight loss,2739,paleo,none,none
23,male,74,178,23.36,active,muscle gain,3111,regular,none,none
45,male,81,171,27.7,moderate,weight loss,2695,vegetarian,none,diabetes
34,female,62,185,18.12,active,maintenance,2496,regular,none,none
44,male,78,156,32.05,sedentary,maintenance,1959,vegan,gluten,none
41,male,72,166,26.13,moderate,maintenance,2506,regular,none,none
39,male,68,179,21.22,moderate,weight loss,2537,regular,none,none
18,male,85,175,27.76,sedentary,maintenance,2358,regular,none,none
20,female,62,162,23.62,sedentary,weight loss,1723,regular,none,diabetes
35,male,67,161,25.85,sedentary,muscle gain,1872,paleo,none,none
45,female,70,164,26.03,sedentary,muscle gain,1690,regular,none,none
33,female,79,164,29.37,sedentary,maintenance,1852,vegetarian,none,diabetes
40,male,80,186,23.12,active,weight loss,3149,regular,none,diabetes
28,male,76,176,24.54,active,weight loss,3092,regular,none,none
41,male,91,185,26.59,active,muscle gain,3385,vegan,none,none
36,male,85,183,25.38,moderate,maintenance,2946,regular,none,hypertension
48,female,57,157,23.12,moderate,maintenance,1942,regular,none,none
46,female,63,172,21.3,moderate,weight loss,2114,regular,none,none
20,male,72,152,31.16,moderate,maintenance,2587,vegan,none,none
25,female,70,170,24.22,sedentary,muscle gain,1816,regular,nuts,none
30,male,75,161,28.93,moderate,muscle gain,2628,regular,none,none
38,female,84,168,29.76,active,maintenance,2726,regular,none,none
41,male,61,176,19.69,moderate,muscle gain,2352,vegan,none,hypertension
27,male,76,172,25.69,active,weight loss,3068,keto,lactose,high cholesterol
48,male,87,155,36.21,sedentary,weight loss,2070,regular,none,high cholesterol
21,male,68,159,26.9,moderate,muscle gain,2547,regular,none,high cholesterol
40,female,75,164,27.89,moderate,weight loss,2288,regular,none,hypertension
30,male,81,181,24.72,sedentary,weight loss,2246,regular,none,none
29,male,84,172,28.39,moderate,weight loss,2905,vegan,none,none
40,female,67,151,29.38,sedentary,muscle gain,1634,regular,none,none
25,female,63,178,19.88,sedentary,maintenance,1768,regular,none,high cholesterol
22,female,60,157,24.34,moderate,maintenance,2160,regular,none,none
20,male,74,169,25.91,active,weight loss,3066,regular,none,none
34,female,61,153,26.06,active,maintenance,2309,regular,none,none
29,female,64,151,28.07,active,maintenance,2383,keto,nuts,none
18,male,78,179,24.34,moderate,maintenance,2930,regular,none,none
43,female,57,158,22.83,active,weight loss,2204,vegetarian,shellfish,none
29,female,51,152,22.07,moderate,weight loss,1960,regular,none,none
20,male,71,154,29.94,moderate,weight loss,2581,regular,none,none
25,male,67,170,23.18,sedentary,muscle gain,1992,regular,none,none
22,male,76,172,25.69,active,weight loss,3117,vegetarian,none,none
29,female,65,157,26.37,moderate,muscle gain,2185,keto,none,hypertension
35,female,52,177,16.6,moderate,maintenance,2054,regular,none,none
40,male,70,173,23.39,sedentary,weight loss,1955,regular,none,none
46,male,66,177,21.07,active,muscle gain,2692,regular,none,none
18,female,64,164,23.8,sedentary,weight loss,1763,regular,none,none
25,female,71,175,23.18,sedentary,muscle gain,1846,low-carb,gluten,hypertension
41,female,55,191,15.08,active,maintenance,2364,regular,none,none
18,male,69,167,24.74,sedentary,muscle gain,2054,regular,shellfish,hypertension
23,male,78,170,26.99,active,weight loss,3137,regular,gluten,none
36,male,77,149,34.68,moderate,weight loss,2527,regular,none,none
46,female,66,145,31.39,moderate,weight loss,2027,regular,lactose,hypertension
38,female,67,174,22.13,sedentary,maintenance,1730,vegan,none,none
37,female,66,177,21.07,sedentary,muscle gain,1735,regular,none,none
28,female,60,173,20.05,moderate,maintenance,2197,regular,gluten,none
47,male,69,176,22.28,active,weight loss,2744,keto,none,hypertension
33,male,68,170,23.53,moderate,weight loss,2523,regular,none,none
20,male,63,167,22.59,active,weight loss,2795,regular,lactose,none
54,male,80,163,30.11,sedentary,weight loss,1963,keto,none,high cholesterol
34,female,72,164,26.77,sedentary,maintenance,1769,regular,none,none
47,male,76,172,25.69,moderate,maintenance,2581,regular,none,none
53,female,51,166,18.51,active,weight loss,2077,regular,none,none
38,female,62,144,29.9,moderate,weight loss,2019,regular,none,none
18,male,77,177,24.58,moderate,muscle gain,2894,vegetarian,none,none
48,male,83,178,26.2,sedentary,maintenance,2138,regular,none,none
46,female,55,167,19.72,active,weight loss,2198,vegan,none,none
38,male,66,176,21.31,moderate,maintenance,2482,regular,none,none
23,male,84,153,35.88,active,maintenance,3135,paleo,none,none
44,female,70,171,23.94,moderate,weight loss,2223,vegan,none,none
48,female,69,175,22.53,moderate,weight loss,2201,regular,none,none
30,female,73,167,26.18,active,maintenance,2605,regular,none,none
36,female,63,184,18.61,moderate,weight loss,2239,regular,none,none
30,female,72,170,24.91,moderate,weight loss,2341,vegan,nuts,diabetes
33,female,65,158,26.04,active,muscle gain,2407,paleo,none,high cholesterol
33,male,72,175,23.51,active,maintenance,2942,vegetarian,none,none
36,male,70,172,23.66,active,muscle gain,2841,vegetarian,nuts,hypertension
48,female,59,161,22.76,sedentary,weight loss,1541,regular,nuts,none
57,female,59,183,17.62,sedentary,maintenance,1576,regular,none,high cholesterol
42,female,68,162,25.91,active,maintenance,2409,regular,none,none
36,female,69,161,26.62,moderate,weight loss,2214,regular,none,none
46,female,52,160,20.31,moderate,weight loss,1899,regular,none,none
37,male,90,180,27.78,moderate,weight loss,3019,regular,none,none
46,male,82,171,28.04,moderate,weight loss,2707,low-carb,none,none
46,female,61,159,24.13,sedentary,weight loss,1566,paleo,none,none
18,male,76,177,24.26,active,muscle gain,3198,regular,none,none
54,female,69,181,21.06,sedentary,maintenance,1695,regular,none,diabetes
40,male,76,180,23.46,active,muscle gain,3007,paleo,none,none
24,male,93,179,29.03,moderate,maintenance,3188,regular,none,none
37,male,80,181,24.42,active,muscle gain,3137,paleo,none,none
45,male,86,166,31.21,sedentary,weight loss,2138,regular,none,none
24,female,81,164,30.12,moderate,maintenance,2481,regular,none,none
56,male,68,157,27.59,moderate,weight loss,2224,regular,none,none
22,female,63,160,24.61,moderate,muscle gain,2217,regular,none,none
47,male,67,160,26.17,sedentary,maintenance,1784,vegan,none,none
42,female,67,167,24.02,moderate,maintenance,2174,keto,none,none
41,female,60,163,22.58,moderate,weight loss,2061,regular,none,diabetes
37,female,72,178,22.72,moderate,weight loss,2332,vegan,nuts,none
26,male,68,182,20.53,sedentary,muscle gain,2070,regular,none,diabetes
32,male,86,170,29.76,sedentary,weight loss,2250,regular,none,hypertension
46,male,78,162,29.72,active,weight loss,2846,regular,none,none
37,female,70,154,29.52,moderate,weight loss,2188,regular,none,none
52,female,63,157,25.56,moderate,maintenance,2002,keto,none,hypertension
37,female,57,166,20.69,sedentary,weight loss,1594,vegan,none,none
38,male,55,175,17.96,sedentary,maintenance,1739,regular,none,none
39,male,77,184,22.74,active,weight loss,3073,regular,none,none
32,female,73,162,27.82,moderate,maintenance,2303,vegan,nuts,none
23,male,72,169,25.21,sedentary,maintenance,2080,regular,none,none
40,female,59,183,17.62,moderate,maintenance,2150,regular,none,none
31,male,81,174,26.75,active,weight loss,3161,regular,none,none
29,female,66,165,24.24,moderate,weight loss,2237,regular,none,none
40,female,58,169,20.31,sedentary,maintenance,1601,keto,none,none
40,female,63,169,22.06,sedentary,maintenance,1657,regular,none,none
35,male,84,169,29.41,moderate,maintenance,2830,vegan,none,none
34,male,68,177,21.71,sedentary,maintenance,1987,regular,none,none
49,female,60,156,24.65,sedentary,weight loss,1528,regular,none,hypertension
41,female,71,167,25.46,sedentary,weight loss,1733,regular,gluten,none
34,male,93,177,29.68,moderate,weight loss,3086,regular,none,none
39,female,79,164,29.37,moderate,muscle gain,2352,regular,none,none
60,female,62,176,20.02,active,weight loss,2253,regular,none,none
30,female,62,168,21.97,sedentary,weight loss,1694,regular,gluten,none
32,male,49,177,15.64,sedentary,maintenance,1695,regular,lactose,none
28,male,78,193,20.94,moderate,muscle gain,2946,regular,none,diabetes
25,male,83,190,22.99,sedentary,weight loss,2364,regular,none,none
27,male,80,174,26.42,sedentary,weight loss,2210,regular,none,none
46,male,82,178,25.88,active,muscle gain,3070,keto,none,none
25,female,67,159,26.5,sedentary,maintenance,1742,regular,none,high cholesterol
37,male,68,187,19.45,sedentary,muscle gain,2024,regular,nuts,none
43,female,56,167,20.08,sedentary,muscle gain,1556,regular,none,none
39,female,61,187,17.44,moderate,weight loss,2204,regular,none,diabetes
33,male,75,183,22.4,sedentary,maintenance,2141,regular,none,none
48,female,60,175,19.59,moderate,muscle gain,2072,vegetarian,none,none
44,female,55,183,16.42,sedentary,muscle gain,1599,regular,none,none
50,male,71,184,20.97,sedentary,weight loss,1966,regular,none,diabetes
41,male,87,182,26.26,moderate,muscle gain,2937,keto,none,none
34,male,82,189,22.96,moderate,maintenance,2946,vegan,none,none
35,female,56,158,22.43,sedentary,maintenance,1564,regular,none,none
41,female,63,175,20.57,sedentary,weight loss,1674,paleo,none,diabetes
27,male,76,194,20.19,sedentary,maintenance,2261,regular,none,none
48,female,79,176,25.5,moderate,muscle gain,2349,regular,gluten,none
44,female,55,159,21.76,active,muscle gain,2170,regular,none,none
43,female,58,166,21.05,moderate,weight loss,2034,regular,none,diabetes
40,female,64,177,20.43,sedentary,weight loss,1697,regular,none,none
46,female,61,157,24.75,moderate,weight loss,2013,regular,none,none
47,female,79,150,35.11,moderate,muscle gain,2231,regular,none,none
43,male,79,190,21.88,sedentary,weight loss,2177,keto,none,none
24,female,62,154,26.14,sedentary,weight loss,1673,regular,gluten,none
45,male,65,166,23.59,sedentary,muscle gain,1800,regular,none,none
27,male,80,178,25.25,sedentary,maintenance,2233,regular,none,none
47,male,77,171,26.33,sedentary,maintenance,2008,vegan,none,none
43,female,68,171,23.26,active,weight loss,2449,vegan,none,high cholesterol
30,male,79,167,28.33,active,weight loss,3067,vegan,none,none
38,female,63,162,24.01,moderate,weight loss,2120,vegetarian,none,none
32,female,64,171,21.89,moderate,weight loss,2217,regular,none,none
34,female,64,158,25.64,moderate,weight loss,2142,paleo,none,high cholesterol
39,female,68,160,26.56,active,weight loss,2421,vegan,none,none
18,female,85,155,35.38,active,muscle gain,2822,paleo,lactose,none
34,male,63,172,21.3,moderate,weight loss,2425,vegan,none,none
28,female,53,161,20.45,sedentary,maintenance,1578,regular,none,none
35,female,57,140,29.08,active,muscle gain,2168,regular,none,hypertension
31,female,60,170,20.76,moderate,maintenance,2162,regular,none,none
39,male,76,164,28.26,moderate,weight loss,2592,regular,none,none
41,male,84,139,43.48,sedentary,muscle gain,1978,regular,none,none
52,female,72,178,22.72,moderate,weight loss,2231,regular,shellfish,none
42,male,79,184,23.33,moderate,weight loss,2777,vegetarian,none,none
24,male,76,171,25.99,moderate,weight loss,2776,regular,none,none
30,female,58,187,16.59,sedentary,weight loss,1720,regular,none,none
44,female,72,173,24.06,moderate,muscle gain,2261,vegan,none,none
39,female,64,168,22.68,moderate,weight loss,2156,regular,shellfish,high cholesterol
53,female,49,154,20.66,moderate,weight loss,1780,keto,none,none
33,male,72,177,22.98,sedentary,maintenance,2058,regular,none,high cholesterol
39,female,67,158,26.84,active,weight loss,2394,regular,none,none
18,female,60,167,21.51,active,weight loss,2487,keto,none,none
37,male,78,161,30.09,sedentary,weight loss,2035,regular,none,none
32,male,69,174,22.79,moderate,maintenance,2582,keto,none,none
27,female,66,167,23.67,moderate,muscle gain,2260,vegan,none,hypertension
34,male,83,165,30.49,moderate,weight loss,2789,paleo,none,none
46,male,62,190,17.17,moderate,maintenance,2433,regular,none,none
27,female,67,167,24.02,sedentary,muscle gain,1761,regular,none,none
32,male,72,198,18.37,sedentary,weight loss,2186,keto,none,high cholesterol
40,male,66,170,22.84,active,maintenance,2693,regular,lactose,diabetes
23,male,68,171,23.26,sedentary,muscle gain,2027,regular,none,hypertension
32,female,61,167,21.87,moderate,weight loss,2155,keto,none,high cholesterol
48,female,57,161,21.99,sedentary,muscle gain,1519,regular,lactose,none
42,male,86,195,22.62,sedentary,muscle gain,2325,regular,none,none
22,male,74,174,24.44,active,muscle gain,3088,low-carb,gluten,none
34,male,83,189,23.24,sedentary,muscle gain,2297,regular,none,none
36,female,62,160,24.22,moderate,maintenance,2109,regular,none,diabetes
28,female,44,144,21.22,sedentary,weight loss,1415,regular,none,none
39,male,86,176,27.76,moderate,muscle gain,2889,regular,none,none
25,male,67,193,17.99,sedentary,maintenance,2124,low-carb,none,none
39,male,93,169,32.56,moderate,maintenance,2982,regular,none,hypertension
35,male,73,184,21.56,active,weight loss,3020,vegetarian,none,none
33,female,72,172,24.34,active,maintenance,2593,regular,gluten,hypertension
23,male,71,163,26.72,moderate,weight loss,2621,regular,lactose,hypertension
35,male,71,178,22.41,active,maintenance,2924,regular,none,none
33,male,68,193,18.26,moderate,muscle gain,2694,regular,none,none
25,female,49,167,17.57,active,muscle gain,2259,keto,none,none
35,male,77,191,21.11,moderate,weight loss,2849,regular,none,none
35,male,56,184,16.54,sedentary,weight loss,1827,vegan,none,none
21,male,77,169,26.96,moderate,maintenance,2808,regular,none,none
48,female,71,161,27.39,sedentary,maintenance,1674,regular,none,diabetes
18,male,64,174,21.14,moderate,weight loss,2602,regular,none,none
32,male,103,175,33.63,sedentary,weight loss,2552,regular,none,none
44,male,78,171,26.67,sedentary,maintenance,2045,vegetarian,none,none
54,female,70,183,20.9,sedentary,muscle gain,1714,vegetarian,gluten,none
32,male,80,157,32.46,sedentary,maintenance,2078,regular,none,diabetes
30,male,83,170,28.72,moderate,weight loss,2861,regular,none,high cholesterol
19,female,47,177,15.0,active,weight loss,2326,regular,none,diabetes
27,female,59,161,22.76,sedentary,weight loss,1650,regular,none,high cholesterol
39,female,73,171,24.96,sedentary,weight loss,1780,regular,none,none
46,female,69,156,28.35,active,muscle gain,2363,regular,none,none
37,female,75,153,32.04,sedentary,maintenance,1746,low-carb,none,none
39,male,50,173,16.71,sedentary,maintenance,1640,regular,none,none
25,male,74,162,28.2,active,muscle gain,2959,regular,none,none
27,male,65,177,20.75,sedentary,weight loss,1986,vegan,none,none
39,female,59,171,20.18,active,maintenance,2336,paleo,none,hypertension
33,female,59,158,23.63,sedentary,weight loss,1608,regular,nuts,none
39,female,58,152,25.1,moderate,maintenance,1993,vegetarian,none,none
30,female,54,154,22.77,sedentary,maintenance,1553,regular,none,high cholesterol
33,female,65,173,21.72,moderate,weight loss,2235,vegan,nuts,none
22,female,70,154,29.52,sedentary,maintenance,1772,paleo,none,none
23,male,88,163,33.12,sedentary,weight loss,2303,vegetarian,none,diabetes
28,female,64,178,20.2,sedentary,muscle gain,1764,regular,none,none
26,female,70,183,20.9,moderate,weight loss,2401,regular,nuts,none
30,female,69,157,27.99,moderate,weight loss,2235,regular,none,high cholesterol
26,female,74,155,30.8,moderate,weight loss,2324,vegetarian,none,none
22,male,81,192,21.97,sedentary,weight loss,2364,regular,none,none
43,female,63,152,27.27,active,muscle gain,2268,regular,none,diabetes
21,male,64,181,19.54,moderate,weight loss,2628,regular,none,none
29,male,71,162,27.05,sedentary,weight loss,1983,regular,none,none
27,female,71,177,22.66,moderate,weight loss,2380,regular,none,diabetes
42,female,73,138,38.33,moderate,weight loss,2121,vegan,none,none
